F,t,#ev,,ap
43.7225,70.0015,10000,71,25
44.7599,61.1577,10000,66,25
43.8439,65.6865,10000,73,25
44.1826,65.8694,10000,68,25
43.9194,72.789,10000,66,25
43.7274,66.4404,10000,70,25
43.8201,64.2574,10000,69,24
44.2457,67.6328,10000,65,25
43.8309,68.2757,10000,70,25
44.2845,64.9475,10000,67,25
44.3482,59.5087,10000,69,25
43.6913,63.4999,10000,67,25
44.3542,67.3515,10000,65,25
43.5223,66.5655,10000,69,25
44.3011,61.0727,10000,73,25
44.5748,64.7489,10000,71,25
44.3646,70.1833,10000,66,25
44.4575,63.5725,10000,67,25
44.0733,67.5811,10000,71,25
44.1562,60.1021,10000,69,25
44.1393,63.8688,10000,70,25
44.6422,63.7463,10000,67,25
44.3234,70.3008,10000,68,25
44.5202,64.5198,10000,67,25
43.8775,67.9905,10000,74,25
43.8342,59.983,10000,69,25
44.7383,68.6964,10000,77,25
44.627,71.0491,10000,69,25
44.4846,66.7273,10000,69,25
44.7973,60.3728,10000,70,25
44.9253,62.339,10000,69,25
44.6383,71.5046,10000,68,25
44.0558,68.2593,10000,70,25
44.2127,62.9314,10000,69,24
44.3747,60.8293,10000,67,25
43.7977,63.3479,10000,76,25
44.4129,62.129,10000,70,25
44.4985,69.6693,10000,69,25
44.0092,62.6516,10000,72,25
44.0265,60.7539,10000,76,25
44.0348,67.1016,10000,68,25
44.6278,62.2413,10000,69,25
44.3201,62.2951,10000,67,25
44.4917,78.3028,10000,67,25
44.3891,58.2797,10000,69,24
44.268,61.2241,10000,71,25
43.775,59.2273,10000,71,25
44.0469,62.0638,10000,68,25
43.9687,63.696,10000,71,25
44.373,67.4053,10000,67,25
43.8411,66.1115,10000,77,25
44.4311,67.4388,10000,72,25
44.464,61.4563,10000,73,25
44.3377,59.3199,10000,68,25
44.1929,67.1242,10000,74,25
44.0644,59.857,10000,67,25
44.2816,67.4235,10000,72,25
44.7298,60.2231,10000,65,25
43.9654,60.9002,10000,68,25
43.9578,58.7275,10000,73,25
43.9588,61.8768,10000,74,24
44.1141,67.4668,10000,68,25
43.9216,61.1417,10000,75,25
44.1161,66.1077,10000,69,25
43.7918,59.7271,10000,73,25
44.1237,61.2772,10000,73,25
44.1393,65.8322,10000,76,25
43.9723,68.8538,10000,70,25
44.2087,60.5691,10000,69,25
44.2851,59.1719,10000,68,25
44.239,62.0902,10000,68,25
44.046,62.293,10000,71,25
44.5901,65.1823,10000,69,25
44.4452,61.2802,10000,69,25
43.774,67.762,10000,77,25
43.7455,64.823,10000,73,25
44.8719,67.8102,10000,68,25
43.5803,63.9023,10000,71,25
43.5984,67.0688,10000,73,25
43.6383,64.7369,10000,68,25
43.8801,64.5286,10000,70,25
43.9804,63.0779,10000,66,25
43.851,60.4116,10000,71,25
43.5374,64.6284,10000,74,25
43.787,70.8221,10000,67,25
43.8093,66.9004,10000,71,25
43.6435,60.2993,10000,67,25
43.7648,62.0714,10000,66,25
44.0264,61.4302,10000,66,24
43.5248,70.5623,10000,73,25
43.9112,65.3821,10000,65,25
44.2518,72.6029,10000,68,25
43.5312,61.2782,10000,70,25
43.7341,63.4278,10000,66,25
43.5986,62.1072,10000,70,25
44,65.5318,10000,70,25
43.8019,58.7966,10000,70,25
44.2955,62.6124,10000,73,25
44.0749,71.14,10000,69,25
44.0864,71.4716,10000,66,25
43.8624,64.4916,10000,71,25
43.4969,61.6087,10000,71,25
43.8122,58.4488,10000,73,25
43.735,62.4974,10000,72,25
43.7428,66.9898,10000,70,25
44.0536,66.3027,10000,65,25
44.0543,66.2967,10000,67,25
43.3195,71.202,10000,69,25
43.6138,62.0864,10000,69,25
43.6835,60.9466,10000,68,25
43.5706,63.8081,10000,73,25
43.8473,61.6211,10000,66,25
43.7031,68.6832,10000,70,25
43.6843,69.8541,10000,67,25
43.4012,70.62,10000,69,25
44.069,67.0653,10000,68,25
43.5815,60.9911,10000,67,25
43.7762,64.044,10000,66,25
43.9615,62.164,10000,68,25
43.3569,64.8005,10000,73,25
43.5222,78.9404,10000,69,25
43.4269,62.1877,10000,71,25
43.5888,62.1986,10000,67,25
43.835,64.0182,10000,65,25
43.5138,61.9999,10000,68,25
43.2957,70.6184,10000,72,25
43.2393,66.4148,10000,71,25
43.9478,58.0566,10000,63,25
44.3708,69.3487,10000,65,25
43.6096,65.4558,10000,68,25
43.297,65.0247,10000,76,25
43.3602,63.4438,10000,70,25
43.6983,64.2468,10000,72,25
43.2259,64.2013,10000,73,25
43.8308,61.1094,10000,66,25
43.4404,72.9684,10000,67,25
43.5741,75.3645,10000,67,25
43.946,66.314,10000,66,25
43.6434,67.7171,10000,66,25
43.6466,66.5046,10000,64,25
43.6323,63.8656,10000,76,25
43.6217,67.6595,10000,75,24
43.3572,62.2991,10000,67,25
43.4468,63.2464,10000,69,25
43.3867,63.1884,10000,66,25
43.2935,57.9738,10000,70,25
43.4687,64.205,10000,71,25
43.4188,60.4063,10000,71,25
43.3802,60.1618,10000,69,25
43.6091,60.6377,10000,64,25
43.3946,69.5452,10000,68,25
43.5302,61.5119,10000,66,25
43.8117,71.0595,10000,62,25
43.6151,62.4434,10000,69,25
43.5966,71.0564,10000,71,25
43.5598,65.7911,10000,68,25
43.7379,61.0527,10000,65,25
43.4712,70.909,10000,68,25
43.7591,64.0073,10000,71,24
43.1966,68.1267,10000,68,24
43.4305,63.3788,10000,72,25
43.2729,62.7221,10000,68,25
43.3397,63.7429,10000,67,25
43.6116,61.808,10000,66,24
