F,t,#ev,,ap
48.3749,211.286,10000,59,25
48.167,223.875,10000,59,25
49.6896,231.063,10000,58,25
50.2379,219.802,10000,57,25
48.7763,237.67,10000,60,25
47.9856,224.524,10000,57,25
47.9611,182.875,10000,60,25
47.7104,141.019,10000,59,25
48.5746,229.099,10000,60,25
48.8443,126.73,10000,59,25
48.5222,230.491,10000,61,25
50.8251,207.815,10000,60,25
48.5074,236.722,10000,62,25
49.0198,235.62,10000,59,25
49.2341,242.241,10000,59,25
48.7823,211.87,10000,57,25
50.4875,213.071,10000,60,25
47.5488,216.453,10000,58,25
46.9898,223.159,10000,59,25
49.3795,219.968,10000,58,25
47.5667,227.911,10000,61,25
47.8611,236.561,10000,62,25
49.4342,214.899,10000,58,25
46.9324,223.448,10000,59,25
48.9482,250.739,10000,57,25
47.9439,228.065,10000,60,25
47.8768,211.241,10000,61,25
47.6436,226.735,10000,59,25
48.6243,225.296,10000,60,25
48.5006,220.856,10000,60,25
47.5784,221.473,10000,60,25
48.8133,232.958,10000,58,25
47.169,219.722,10000,59,25
47.9072,231.265,10000,59,25
47.2715,237.021,10000,59,25
47.9308,195.367,10000,57,25
47.6886,165.57,10000,60,25
48.7992,133.633,10000,60,25
47.775,221.684,10000,60,25
48.3204,126.998,10000,59,25
47.2066,240.375,10000,59,25
48.8345,226.314,10000,58,25
49.7064,213.382,10000,57,25
47.2292,220.102,10000,57,25
46.7719,224.473,10000,60,25
47.2911,225.259,10000,58,25
48.0696,211.181,10000,59,25
47.1092,225.79,10000,58,25
48.7908,207.17,10000,58,25
50.0045,211.498,10000,59,25
47.1258,213.865,10000,58,25
47.2935,215.511,10000,61,25
46.8648,239.209,10000,60,25
49.5194,201.193,10000,60,25
48.2886,256.735,10000,64,25
47.786,217.988,10000,58,25
49.3599,211.488,10000,57,25
49.3136,232.881,10000,58,25
48.8542,224.022,10000,59,25
48.1286,225.744,10000,58,25
47.0535,219.995,10000,58,25
47.7031,224.243,10000,60,25
48.5284,221.539,10000,60,25
47.2239,224.944,10000,61,25
48.2813,218.205,10000,56,25
48.2604,225.834,10000,61,25
48.4887,195.065,10000,58,25
47.5584,145.152,10000,60,25
49.2541,220.524,10000,58,25
46.863,125.826,10000,60,25
48.4895,230.252,10000,60,25
47.2805,243.145,10000,59,25
47.472,226.222,10000,58,25
47.0363,211.026,10000,59,25
47.3966,235.457,10000,59,25
47.1823,217.698,10000,59,25
47.4812,218.07,10000,60,25
47.0664,231.131,10000,58,25
47.3469,237.95,10000,59,25
47.0626,225.126,10000,59,25
49.5402,217.477,10000,56,25
47.0742,229.65,10000,61,25
49.4523,244.886,10000,57,25
48.6033,219.397,10000,59,25
46.1485,219.372,10000,60,25
46.6457,216.292,10000,61,25
47.9332,222.346,10000,59,25
48.1415,245.976,10000,57,25
48.269,228.076,10000,58,25
47.4538,218.906,10000,61,25
48.1211,246.706,10000,58,25
48.711,208.487,10000,58,25
47.0187,241.31,10000,59,25
46.8077,208.71,10000,59,25
47.4887,217.053,10000,57,25
47.7971,203.471,10000,59,25
48.3019,174.989,10000,57,25
47.4783,134.512,10000,59,25
47.6933,218.751,10000,59,25
49.1409,132.211,10000,59,25
47.5557,225.305,10000,58,25
47.3745,231.345,10000,59,25
48.8572,212.189,10000,60,25
46.2011,223.387,10000,58,25
47.8142,237.796,10000,59,25
47.0862,232.716,10000,59,25
47.347,227.923,10000,58,25
